record_id,date,week,month,annotator_id,annotator_name,annotator_level,project_id,project_name,task_type,annotations_count,avg_review_time_sec,accuracy_rate,flagged_count,throughput_per_hour
1030,2025-05-30,22,2025-05,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,212,23.4,0.8857,24,32615.4
1031,2025-05-30,22,2025-05,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,57,62.4,0.8243,10,3288.5
1032,2025-06-01,22,2025-06,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,222,45.1,0.9384,13,17720.6
1033,2025-06-01,22,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,241,37.1,0.9261,17,23385.4
1034,2025-06-01,22,2025-06,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,227,25.0,0.9657,7,32688.0
1035,2025-06-01,22,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,227,55.4,0.8408,36,14750.9
1036,2025-06-01,22,2025-06,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,182,57.3,0.8829,21,11434.6
1037,2025-06-01,22,2025-06,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,148,69.9,0.7203,41,7622.3
1038,2025-06-01,22,2025-06,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,118,60.3,0.7474,29,7044.8
1039,2025-06-01,22,2025-06,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,145,56.3,0.8183,26,9271.8
1040,2025-06-01,22,2025-06,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,143,47.4,0.9662,4,10860.8
1041,2025-06-01,22,2025-06,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,110,85.0,0.8195,19,4658.8
1042,2025-06-01,22,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,115,51.6,0.8744,14,8023.3
1043,2025-06-02,23,2025-06,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,152,56.0,0.9222,11,9771.4
1044,2025-06-02,23,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,197,33.8,0.9489,10,20982.2
1045,2025-06-02,23,2025-06,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,158,56.9,0.9212,12,9996.5
1046,2025-06-02,23,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,185,54.4,0.8492,27,12242.6
1047,2025-06-02,23,2025-06,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,186,36.9,0.9339,12,18146.3
1048,2025-06-02,23,2025-06,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,95,66.8,0.8359,15,5119.8
1049,2025-06-02,23,2025-06,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,185,50.6,0.8617,25,13162.1
1050,2025-06-02,23,2025-06,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,101,91.0,0.7362,26,3995.6
1051,2025-06-02,23,2025-06,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,163,59.5,0.6456,57,9862.2
1052,2025-06-02,23,2025-06,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,115,40.8,0.7321,30,10147.1
1053,2025-06-02,23,2025-06,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,80,93.6,0.8697,10,3076.9
1054,2025-06-02,23,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,142,46.0,0.8574,20,11113.0
1055,2025-06-03,23,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,196,30.7,0.9154,16,22983.7
1056,2025-06-03,23,2025-06,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,157,47.5,0.9247,11,11898.9
1057,2025-06-03,23,2025-06,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,207,26.4,0.9116,18,28227.3
1058,2025-06-03,23,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,191,36.3,0.921,15,18942.1
1059,2025-06-03,23,2025-06,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,134,33.0,0.8413,21,14618.2
1060,2025-06-03,23,2025-06,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,152,54.6,0.9106,13,10022.0
1061,2025-06-03,23,2025-06,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,169,98.6,0.7238,46,6170.4
1062,2025-06-03,23,2025-06,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,116,54.5,0.8998,11,7662.4
1063,2025-06-03,23,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,82,64.0,0.8836,9,4612.5
1064,2025-06-04,23,2025-06,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,264,47.4,0.9214,20,20050.6
1065,2025-06-04,23,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,278,31.1,0.8839,32,32180.1
1066,2025-06-04,23,2025-06,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,153,53.0,0.8635,20,10392.5
1067,2025-06-04,23,2025-06,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,198,30.7,0.9656,6,23218.2
1068,2025-06-04,23,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,184,48.6,0.9412,10,13629.6
1069,2025-06-04,23,2025-06,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,136,62.2,0.8291,23,7871.4
1070,2025-06-04,23,2025-06,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,199,54.0,0.908,18,13266.7
1071,2025-06-04,23,2025-06,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,177,78.2,0.89,19,8148.3
1072,2025-06-04,23,2025-06,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,190,72.7,0.9269,13,9408.5
1073,2025-06-04,23,2025-06,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,112,34.8,0.8706,14,11586.2
1074,2025-06-04,23,2025-06,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,158,79.7,0.8354,25,7136.8
1075,2025-06-04,23,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,184,61.6,0.847,28,10753.2
1076,2025-06-05,23,2025-06,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,180,45.2,0.9575,7,14336.3
1077,2025-06-05,23,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,233,34.0,0.9175,19,24670.6
1078,2025-06-05,23,2025-06,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,149,44.0,0.9773,3,12190.9
1079,2025-06-05,23,2025-06,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,171,29.4,0.9902,1,20938.8
1080,2025-06-05,23,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,126,48.3,0.9275,9,9391.3
1081,2025-06-05,23,2025-06,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,170,61.9,0.8333,28,9886.9
1082,2025-06-05,23,2025-06,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,207,66.2,0.8709,26,11256.8
1083,2025-06-05,23,2025-06,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,185,40.9,0.8992,18,16283.6
1084,2025-06-05,23,2025-06,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,55,99.5,0.8079,10,1989.9
1085,2025-06-05,23,2025-06,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,155,65.9,0.8521,22,8467.4
1086,2025-06-05,23,2025-06,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,175,32.0,0.8715,22,19687.5
1087,2025-06-05,23,2025-06,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,177,109.5,0.7757,39,5819.2
1088,2025-06-05,23,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,131,42.4,0.9004,13,11122.6
1089,2025-06-06,23,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,229,43.9,0.9037,22,18779.0
1090,2025-06-06,23,2025-06,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,198,50.6,0.9394,11,14087.0
1091,2025-06-06,23,2025-06,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,203,24.1,0.9664,6,30323.7
1092,2025-06-06,23,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,195,39.5,0.9442,10,17772.2
1093,2025-06-06,23,2025-06,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,210,40.1,0.8832,24,18852.9
1094,2025-06-06,23,2025-06,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,189,60.7,0.8612,26,11209.2
1095,2025-06-06,23,2025-06,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,43,102.8,0.6963,13,1505.8
1096,2025-06-06,23,2025-06,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,190,59.9,0.8073,36,11419.0
1097,2025-06-06,23,2025-06,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,104,49.8,0.9151,8,7518.1
1098,2025-06-06,23,2025-06,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,82,49.2,0.9135,7,6000.0
1099,2025-06-06,23,2025-06,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,81,79.4,0.8906,8,3672.5
1100,2025-06-06,23,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,92,39.4,0.8982,9,8406.1
1101,2025-06-07,23,2025-06,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,220,44.7,0.9065,20,17718.1
1102,2025-06-07,23,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,179,39.7,0.9818,3,16231.7
1103,2025-06-07,23,2025-06,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,225,51.2,0.9528,10,15820.3
1104,2025-06-07,23,2025-06,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,209,22.6,0.9535,9,33292.0
1105,2025-06-07,23,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,243,38.7,0.8555,35,22604.7
1106,2025-06-07,23,2025-06,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,184,67.2,0.8207,32,9857.1
1107,2025-06-07,23,2025-06,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,209,65.4,0.8778,25,11504.6
1108,2025-06-07,23,2025-06,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,93,34.7,0.8455,14,9648.4
1109,2025-06-07,23,2025-06,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,208,42.8,0.8799,24,17495.3
1110,2025-06-07,23,2025-06,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,106,79.2,0.8401,16,4818.2
1111,2025-06-07,23,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,166,34.7,0.9254,12,17221.9
1112,2025-06-09,24,2025-06,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,227,56.4,0.8597,31,14489.4
1113,2025-06-09,24,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,169,33.5,0.9651,5,18161.2
1114,2025-06-09,24,2025-06,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,263,52.9,0.8927,28,17897.9
1115,2025-06-09,24,2025-06,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,179,34.7,0.9311,12,18570.6
1116,2025-06-09,24,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,226,44.5,0.9336,15,18283.1
1117,2025-06-09,24,2025-06,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,193,37.9,0.8792,23,18332.5
1118,2025-06-09,24,2025-06,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,158,71.0,0.8631,21,8011.3
1119,2025-06-09,24,2025-06,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,149,45.5,0.8931,15,11789.0
1120,2025-06-09,24,2025-06,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,44,58.7,0.7712,10,2698.5
1121,2025-06-09,24,2025-06,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,129,25.5,0.8282,22,18211.8
1122,2025-06-09,24,2025-06,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,75,83.8,0.9072,6,3222.0
1123,2025-06-09,24,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,108,55.4,0.854,15,7018.1
1124,2025-06-10,24,2025-06,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,213,49.0,0.8641,28,15649.0
1125,2025-06-10,24,2025-06,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,253,43.2,0.8795,30,21083.3
1126,2025-06-10,24,2025-06,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,179,48.0,0.8911,19,13425.0
1127,2025-06-10,24,2025-06,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,225,24.9,0.98,4,32530.1
1128,2025-06-10,24,2025-06,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,211,48.5,0.9111,18,15661.9
1129,2025-06-10,24,2025-06,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,208,34.5,0.8474,31,21704.3
1130,2025-06-10,24,2025-06,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,172,74.5,0.8656,23,8311.4
1131,2025-06-10,24,2025-06,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,66,82.7,0.7856,14,2873.0
1132,2025-06-10,24,2025-06,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,126,87.6,0.7368,33,5178.1
1133,2025-06-10,24,2025-06,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,150,71.1,0.9663,5,7594.9
1134,2025-06-10,24,2025-06,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,155,42.9,0.9228,11,13007.0
1135,2025-06-10,24,2025-06,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,137,52.1,0.8562,19,9466.4
